"_time",daylogins,"_span","_spandays"
1489870800,"817876.000000",86400,1
1489957200,"1325041.000000",86400,1
1490043600,"1210651.000000",86400,1
1490130000,"1154527.000000",86400,1
1490216400,"1141157.000000",86400,1
1490302800,"1231160.000000",86400,1
1490389200,"922839.000000",86400,1
1490475600,"772724.000000",86400,1
1490562000,"1224220.000000",86400,1
1490648400,"1147361.000000",86400,1
1490734800,"1140810.000000",86400,1
1490821200,"1141514.000000",86400,1
1490907600,"1204289.000000",86400,1
1490994000,"1005846.000000",86400,1
1491080400,"830240.000000",86400,1
1491166800,"1230620.000000",86400,1
1491253200,"1223512.000000",86400,1
1491339600,"1255898.000000",86400,1
1491426000,"1211745.000000",86400,1
1491512400,"1294275.000000",86400,1
1491598800,"948000.000000",86400,1
1491685200,"810710.000000",86400,1
1491771600,"1507048.000000",86400,1
1491858000,"1335703.000000",86400,1
1491944400,"1275019.000000",86400,1
1492030800,"1231090.000000",86400,1
1492117200,"1497183.000000",86400,1
1492203600,"1036577.000000",86400,1
1492290000,"773958.000000",86400,1
1492376400,"1271947.000000",86400,1
1492462800,"1219143.000000",86400,1
1492549200,"1217496.000000",86400,1
1492635600,"1319582.000000",86400,1
1492722000,"1301232.000000",86400,1
1492808400,"1268124.000000",86400,1
1492894800,"833483.000000",86400,1
1492981200,"1269149.000000",86400,1
1493067600,"1320402.000000",86400,1
1493154000,"1245000.000000",86400,1
1493240400,"1273581.000000",86400,1
1493326800,"1411361.000000",86400,1
1493413200,"968358.000000",86400,1
1493499600,"797272.000000",86400,1
1493586000,"843873.000000",86400,1
1493672400,"1275064.000000",86400,1
1493758800,"1222727.000000",86400,1
1493845200,"1274069.000000",86400,1
1493931600,"1494176.000000",86400,1
1494018000,"1014496.000000",86400,1
1494104400,"792051.000000",86400,1
1494190800,"815984.000000",86400,1
1494277200,"744810.000000",86400,1
1494363600,"1589472.000000",86400,1
1494450000,"1410345.000000",86400,1
1494536400,"1549176.000000",86400,1
1494622800,"1082241.000000",86400,1
1494709200,"867966.000000",86400,1
1494795600,"1598261.000000",86400,1
1494882000,"1387990.000000",86400,1
1494968400,"1325869.000000",86400,1
1495054800,"1279926.000000",86400,1
1495141200,"1401573.000000",86400,1
1495227600,"1005807.000000",86400,1
1495314000,"857755.000000",86400,1
1495400400,"1368869.000000",86400,1
1495486800,"1303344.000000",86400,1
1495573200,"1235744.000000",86400,1
1495659600,"1374007.000000",86400,1
1495746000,"1362534.000000",86400,1
1495832400,"975707.000000",86400,1
1495918800,"823850.000000",86400,1
1496005200,"1308219.000000",86400,1
1496091600,"1281602.000000",86400,1
1496178000,"1281607.000000",86400,1
1496264400,"1307512.000000",86400,1
1496350800,"1317310.000000",86400,1
1496437200,"982486.000000",86400,1
1496523600,"832332.000000",86400,1
1496610000,"1392274.000000",86400,1
1496696400,"1329652.000000",86400,1
1496782800,"1297227.000000",86400,1
1496869200,"1297957.000000",86400,1
1496955600,"1591078.000000",86400,1
1497042000,"1065988.000000",86400,1
1497128400,"820878.000000",86400,1
1497214800,"855235.000000",86400,1
1497301200,"1524155.000000",86400,1
1497387600,"1471733.000000",86400,1
1497474000,"1567116.000000",86400,1
1497560400,"1458615.000000",86400,1
1497646800,"1023436.000000",86400,1
1497733200,"843903.000000",86400,1
1497819600,"1397691.000000",86400,1
1497906000,"1425990.000000",86400,1
1497992400,"1308529.000000",86400,1
1498078800,"1270050.000000",86400,1
1498165200,"1392825.000000",86400,1
1498251600,"976118.000000",86400,1
1498338000,"825095.000000",86400,1
1498424400,"1295352.000000",86400,1
1498510800,"1267100.000000",86400,1
1498597200,"1229634.000000",86400,1
1498683600,"1311436.000000",86400,1
1498770000,"1423314.000000",86400,1
1498856400,"1079855.000000",86400,1
1498942800,"880345.000000",86400,1
1499029200,"1350620.000000",86400,1
1499115600,"1311499.000000",86400,1
1499202000,"1384641.000000",86400,1
1499288400,"1341982.000000",86400,1
1499374800,"1399466.000000",86400,1
1499461200,"1010695.000000",86400,1
1499547600,"853531.000000",86400,1
1499634000,"1596883.000000",86400,1
1499720400,"1407007.000000",86400,1
1499806800,"1370613.000000",86400,1
1499893200,"1355704.000000",86400,1
1499979600,"1570105.000000",86400,1
1500066000,"1048303.000000",86400,1
1500152400,"854931.000000",86400,1
1500238800,"1376547.000000",86400,1
1500325200,"1316336.000000",86400,1
1500411600,"1315169.000000",86400,1
1500498000,"1408330.000000",86400,1
1500584400,"1397155.000000",86400,1
1500670800,"975712.000000",86400,1
1500757200,"837201.000000",86400,1
1500843600,"1363612.000000",86400,1
1500930000,"1430746.000000",86400,1
1501016400,"1317060.000000",86400,1
1501102800,"1312626.000000",86400,1
1501189200,"1395296.000000",86400,1
1501275600,"958961.000000",86400,1
1501362000,"832475.000000",86400,1
1501448400,"1394500.000000",86400,1
1501534800,"1371475.000000",86400,1
1501621200,"1297214.000000",86400,1
1501707600,"1308508.000000",86400,1
1501794000,"1417306.000000",86400,1
1501880400,"1013364.000000",86400,1
1501966800,"859669.000000",86400,1
1502053200,"1401326.000000",86400,1
1502139600,"1225816.000000",86400,1
1502226000,"1210694.000000",86400,1
1502312400,"1425671.000000",86400,1
1502398800,"1377641.000000",86400,1
1502485200,"961966.000000",86400,1
1502571600,"808503.000000",86400,1
1502658000,"1329900.000000",86400,1
1502744400,"1395306.000000",86400,1
1502830800,"1263288.000000",86400,1
1502917200,"1225675.000000",86400,1
1503003600,"1318908.000000",86400,1
1503090000,"961679.000000",86400,1
1503176400,"835723.000000",86400,1
1503262800,"1324354.000000",86400,1
1503349200,"1207921.000000",86400,1
1503435600,"1226477.000000",86400,1
1503522000,"1212898.000000",86400,1
1503608400,"1352982.000000",86400,1
1503694800,"936641.000000",86400,1
1503781200,"829419.000000",86400,1
1503867600,"1257227.000000",86400,1
1503954000,"1247931.000000",86400,1
1504040400,"1234565.000000",86400,1
1504126800,"1265650.000000",86400,1
1504213200,"1271370.000000",86400,1
1504299600,"978284.000000",86400,1
1504386000,"855716.000000",86400,1
1504472400,"1326861.000000",86400,1
1504558800,"1362269.000000",86400,1
1504645200,"1289468.000000",86400,1
1504731600,"1302673.000000",86400,1
1504818000,"1468703.000000",86400,1
1504904400,"1089658.000000",86400,1
1504990800,"926598.000000",86400,1
1505077200,"1637072.000000",86400,1
1505163600,"1448768.000000",86400,1
1505250000,"1357398.000000",86400,1
1505336400,"1310756.000000",86400,1
1505422800,"1539475.000000",86400,1
1505509200,"1078811.000000",86400,1
1505595600,"900367.000000",86400,1
1505682000,"1703221.000000",86400,1
1505768400,"1379855.000000",86400,1
1505854800,"1505043.000000",86400,1
1505941200,"1414760.000000",86400,1
1506027600,"1350998.000000",86400,1
1506114000,"1025622.000000",86400,1
1506200400,"889792.000000",86400,1
1506286800,"1467109.000000",86400,1
1506373200,"1297027.000000",86400,1
1506459600,"1284370.000000",86400,1
1506546000,"1290813.000000",86400,1
1506632400,"1380649.000000",86400,1
1506718800,"1077629.000000",86400,1
1506805200,"983684.000000",86400,1
1506891600,"1331718.000000",86400,1
1506978000,"1230404.000000",86400,1
1507064400,"1266809.000000",86400,1
1507150800,"1379010.000000",86400,1
1507237200,"1410194.000000",86400,1
1507323600,"1065568.000000",86400,1
1507410000,"896732.000000",86400,1
1507496400,"1373782.000000",86400,1
1507582800,"1562798.000000",86400,1
1507669200,"1429142.000000",86400,1
1507755600,"1453206.000000",86400,1
1507842000,"1705117.000000",86400,1
1507928400,"1181219.000000",86400,1
1508014800,"1011289.000000",86400,1
1508101200,"1452700.000000",86400,1
1508187600,"1296515.000000",86400,1
1508274000,"1320874.000000",86400,1
1508360400,"1328025.000000",86400,1
1508446800,"1506914.000000",86400,1
1508533200,"1089525.000000",86400,1
1508619600,"950214.000000",86400,1
1508706000,"1379100.000000",86400,1
1508792400,"1345073.000000",86400,1
1508878800,"1456825.000000",86400,1
1508965200,"1320961.000000",86400,1
1509051600,,86400,1
1509138000,,86400,1
1509224400,,86400,1
1509310800,"1037269.000000",86400,1
1509397200,"1255451.000000",86400,1
1509483600,"1402085.000000",86400,1
1509570000,"1264906.000000",86400,1
1509656400,"1554563.000000",86400,1
1509742800,"1076808.000000",86400,1
1509829200,"938343.000000",86400,1
1509915600,"1055758.000000",86400,1
1510002000,"1466114.000000",86400,1
1510088400,"1432793.000000",86400,1
1510174800,"1475444.000000",86400,1
1510261200,"1765070.000000",86400,1
1510347600,"1428304.000000",86400,1
1510434000,"1071241.000000",86400,1
1510520400,"1570051.000000",86400,1
1510606800,"1576435.000000",86400,1
1510693200,"1666028.000000",86400,1
1510779600,"1533088.000000",86400,1
1510866000,"1531927.000000",86400,1
1510952400,"1204321.000000",86400,1
1511038800,"1045881.000000",86400,1
1511125200,"1625070.000000",86400,1
1511211600,"1525735.000000",86400,1
1511298000,"1449291.000000",86400,1
1511384400,"1445734.000000",86400,1
1511470800,"1620084.000000",86400,1
1511557200,"1216805.000000",86400,1
1511643600,"1053775.000000",86400,1
1511730000,"1500751.000000",86400,1
1511816400,"1445039.000000",86400,1
1511902800,"1448265.000000",86400,1
1511989200,"1577183.000000",86400,1
1512075600,"1557114.000000",86400,1
1512162000,"1197711.000000",86400,1
1512248400,"1041506.000000",86400,1
1512334800,"1515395.000000",86400,1
1512421200,"1595571.000000",86400,1
1512507600,"1484882.000000",86400,1
1512594000,"1482140.000000",86400,1
1512680400,"1558080.000000",86400,1
1512766800,"1141032.000000",86400,1
1512853200,"1102321.000000",86400,1
1512939600,"1681688.000000",86400,1
1513026000,"1388760.000000",86400,1
1513112400,"1180578.000000",86400,1
1513198800,"876650.000000",86400,1
1513285200,"1879929.000000",86400,1
1513371600,"1376165.000000",86400,1
1513458000,"1104699.000000",86400,1
1513544400,"1591874.000000",86400,1
1513630800,"1554256.000000",86400,1
1513717200,"1753004.000000",86400,1
1513803600,"1581022.000000",86400,1
1513890000,"1860132.000000",86400,1
1513976400,"1283474.000000",86400,1
1514062800,"1104578.000000",86400,1
1514149200,"1797499.000000",86400,1
1514235600,"1707652.000000",86400,1
1514322000,"1793312.000000",86400,1
1514408400,"1827874.000000",86400,1
1514494800,"1871441.000000",86400,1
1514581200,"1456692.000000",86400,1
1516568400,,86400,1
